店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category,display_category,phone,official_url,google_maps_url,google_summary,raw_description,description,instagram_url,tiktok_url,x_url,facebook_url,youtube_url,line_url,tabelog_url,hotpepper_url,jalan_url
酒の昌屋,川津,both,酒の昌屋,〒820-0067 福岡県飯塚市川津４１９−１,33.646618,130.67461,酒店,グルメ・飲食,0948-24-1230,https://sake-shouya.jp/,https://www.google.com/maps/place/?q=place_id:ChIJJw9hN81_QTUR8-aOAcxU08k,芋焼酎の品ぞろえがよかったです。 もぐらがありました。 新酒もぐらもあり、購入しました。 購入すると、ポイントがもらえました。 頻繁に購入する人はお得だと感じました。 / お酒のことは詳しくないですが…沢山の種類がありました。 こちらが尋ねるといろいろと教えてくださる店主もいらっしゃいました。,福岡県飯塚市の酒専門店。全国の銘酒、日本酒・焼酎・ワインをジャンル別コーナーで販売。年中無休、9:30～19:30営業。Yahoo!ショッピング通販あり。日本名門酒会加盟店。,福岡県飯塚市の酒専門店。全国銘酒を集め、日本酒・焼酎・ワインを販売。営業9:30～19:30、年中無休。駐車場20台。,,,,,,,,,
ゆめタウン飯塚,菰田西,both,ゆめタウン飯塚,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6320873,130.6850743,ショッピングモール,ショッピング,0948-30-1200,https://www.izumi.jp/tenpo/iizuka,https://www.google.com/maps/place/?q=place_id:ChIJ-S_SfPF_QTURAZLAmoU-yh0,飯塚のゆめタウンです！イオンよりゆめタウン派ですッッッッ！ バイパスから来る場合はオートバックスで曲がってから来てください！結構距離ありますがパイパスルートならオートバックスの角です！ 峠道から来る場 / 普段の買い出しに利用しています。スーパーは、何がどこにあるかを把握して買い物をしないと時間のロスと探すストレスになります。使うスーパーに慣れなくては頻繁には使えません。逆に頻繁に使わなくては慣れません,ゆめタウン飯塚は福岡県飯塚市にある大型ショッピングモール。イオンモール系列で、食品・衣料・家電などの専門店約150店舗が入居。フードコートや飲食店も充実。駐車場約4000台完備。イベント開催が多く、地元住民の人気スポット。,ゆめタウン飯塚は福岡県飯塚市のショッピングモール。1階直営売場9:00～21:00、2階・専門店10:00～21:00。ファッション、生活雑貨、食品、レストラン、映画館完備。駐車場・ベビールーム等施設充実。,,,https://twitter.com/yumeiizuka,https://www.facebook.com/yumetown.iizuka,,https://lin.ee/2zqZqZq,,,
内山刃物,中,both,内山刃物,〒820-0065 福岡県飯塚市中４８４−２,33.6652722,130.6844996,刃物・調理器具,ショッピング,0948-28-9775,,https://www.google.com/maps/place/?q=place_id:ChIJxxVhYZrVQzURX4kw5cfmjm4,,福岡県飯塚市の刃物店。包丁・調理器具・金物類を扱い、岐阜県マサヒロの包丁取扱店。建設資材や卸売も。電話0948-28-9775。最寄駅鯰田駅。メールproshop-uchiyama@kha.biglobe.ne.jp。,福岡県飯塚市中484-2にある刃物店。包丁取扱店として知られ、電話0948-28-9775。最寄り鯰田駅。樹脂用エンドミル専門の内山刃物と関連か。,,,,,,,,,
セブンイレブン飯塚本町店,本町,both,セブン-イレブン 飯塚本町店,〒820-0042 福岡県飯塚市本町８−１,33.6397608,130.6856687,コンビニ,コンビニ・スーパー,0948-22-0877,http://www.sej.co.jp/,https://www.google.com/maps/place/?q=place_id:ChIJeVLsNSd-QTURl7GnnD8Y8Yc,"Pit stop for snacks, drinks & daily essentials / 陽気な店員さんが多く、活気溢れています。 地元のみかんが売っていたりと周辺地域に密着しているなと思います！ / 店内は綺麗な感じがしましたが、男性店員の対応が悪い。",セブンイレブン飯塚本町店は福岡県飯塚市本町にあるコンビニエンスストア。セブンイレブンチェーンの一店舗として、日用品・食品・飲料などの販売、ATM、公共料金の支払いなど一般的なコンビニサービスを提供しています。,セブンイレブン飯塚本町店は福岡県飯塚市本町にあるコンビニエンスストア。セブンイレブンチェーンの一店舗として、日用品・食品・飲料などの販売、ATM、公共料金の支払いなど一般的なコンビニサービスを提供しています。,,,,,,,,,
学生服のひめじ屋,吉原町,both,学生服のひめじ屋,〒820-0040 福岡県飯塚市吉原町６−１ あいタウン 1階,33.6417444,130.6864091,衣料品店,ショッピング,0948-23-0347,https://himejiya.exblog.jp/,https://www.google.com/maps/place/?q=place_id:ChIJYWiqMHN_QTURlNY5bGTtXKE,親切で丁寧に対応してくれたり、アドバイスもしてくれたり、助かります。,,親切で丁寧に対応してくれたり、アドバイスもしてくれたり、助かります。,,,,,,,,,
リコグリル,飯塚,both,リコグリル,〒820-0041 福岡県飯塚市飯塚１１−２３,33.636773,130.685873,バー,グルメ・飲食,0948-23-1323,http://chikuski.jp/shops/gourmet/iizuka/izakaya/ricogrill,https://www.google.com/maps/place/?q=place_id:ChIJVYW20zl-QTUR_FL98u9ciCA,料理は肉料理はボリュームもあり、味も美味しいです グリル推しの理由がわかります 注文はカラオケ屋みたいな専用のタッチパネルリモコン方式です お通しのパンはおかわりは何回も出来ます オーブンで温めた状 / とても美味しい！店内の雰囲気もオシャレ！特に店員さんの対応が素晴らしいと思いました！サプライズに利用しましたが盛大にお祝いしてもらえました。また利用したいと思います！,福岡県飯塚市にあるリコグリル。居酒屋、スペイン料理、海鮮レストランとして分類されている。子供連れでも利用しやすいお店として評価されている。,福岡県飯塚市にあるリコグリル。居酒屋、スペイン料理、海鮮レストランとして分類されている。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40036466/,,
一八飯店,柏の森,both,中華料理 一八飯店,〒820-0011 福岡県飯塚市柏の森９２,33.6389363,130.7061228,飲食店,グルメ・飲食,0948-25-1771,https://ippachi.net/,https://www.google.com/maps/place/?q=place_id:ChIJgVqTyQR-QTURkWgujPEc1fs,飯塚近辺で何かないかなぁと思い検索して、ここに決めました。住宅街のド真ん中にあります。18時前に訪れたところ、予約なしでギリギリ入店できました。 味付けは甘めですね。中華に珍しくカツ丼がありましたが、 / 地元フリーペーパーを見て初めて行きたいました。 お料理も全て美味しいですが少し濃い味白ご飯が進む味です。 夜だったため 全て単品で注文しました あとスタッフさん全員が元気で素晴らしい対応をしてくれます,飯塚市の住宅街にある中華料理店。新飯塚駅から1261m。定休日月曜。電話予約可(0948-25-1771)。サービス評価3.44。メニュー情報あり。,福岡県飯塚市柏の森92にある中華料理店。新飯塚駅から1261m。サービス評価3.44。TEL:0948-25-1771。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40021636/,,
パティスリースペリオール,川津,both,Patisserie SUPERIOR (パティスリースペリオール),〒820-0067 福岡県飯塚市川津１９４−２,33.6531725,130.679943,ベーカリー,グルメ・飲食,0948-25-5088,http://patisseriesuperior.com/,https://www.google.com/maps/place/?q=place_id:ChIJNSkiLCp-QTURd77wC-QgCt0,ケーキは甘くて美味しかったです。マカロンは箱が可愛くて捨てるのがもったいないので何かに使おうととっています。 焼きドーナツはたくさんの種類があって、全部食べてみたくなりました。 / アップルパイを購入！ とても大きくて1個でお腹いっぱいでハッピーになりました☺️,2014年3月オープン。ベイクドチーズケーキと焼きドーナツが人気。子供から大人まで幅広い支持。営業10-19時、火曜定休。新飯塚駅徒歩24分。テイクアウト可。,2014年3月オープン。ベイクドチーズケーキと焼きドーナツが人気。10:00〜19:00（火曜定休）。新飯塚駅徒歩24分。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40042343/,https://www.hotpepper.jp/strJ001294420/,
メガネのヨネザワ ゆめタウン飯塚店,菰田西,both,メガネのヨネザワ ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6326269,130.6852821,健康・医療,美容・健康,0948-21-9037,https://store.yonezawa-web.co.jp/detail/148/?utm_source=google&utm_medium=GBP&utm_campaign=website,https://www.google.com/maps/place/?q=place_id:ChIJH18_a4bVQzUR04RO39XoVeY,眼鏡購入後より月に一度程度メンテナンスをしていただいています。 お金は使わないのに対応はいつも丁寧です。 購入後も安心してアフターサービスをしてもらえることから、次回もこちらで購入させていただきます。 / 女性スタッフの方にとても丁寧に対応して頂きました。老眼鏡として時々使用するのですが見やすく快適です。ありがとうございました。,ゆめタウン飯塚1Fにあるメガネ・補聴器専門店。眼鏡作製技能士・認定補聴器技能者が在籍。メガネ一式5500円～のトレンド品から高品質フレームまで幅広く取り扱い。視力・聴力の快適支援。営業10-21時、キャッシュレス対応、ゆめタウンデー対象。,ゆめタウン飯塚内のメガネ専門店。視力検査・メガネ販売・コンタクトレンズ取扱い。家族連れに便利なショッピングモール内。,,,,,,,,,
Cafe Rocco,中,both,Cafe ROCCO（カフェ・ロッコ）,〒820-0065 福岡県飯塚市中４３１−１,33.6648264,130.6857647,カフェ,グルメ・飲食,0948-52-3490,https://www.cafe-rocco.com/?utm_source=google-mybusiness&utm_medium=referral,https://www.google.com/maps/place/?q=place_id:ChIJ35X01g7VQzURFmuuo2brywI,追記： 再び訪れると、前菜プレートがサラダに変更されていました。サラダもとても美味しかったです。 -------- 祝日の12:30に来店。こじんまりとした店内ながら、席数はそこそこあり、スムーズ / ホットペッパーの500円ギフト券が届いたので、前から気になっていたロッコさんにお邪魔しました。 13時に来店しましたが満席で、次々とお客さんがやって来ます。人気店なんですね！ 生ハムのピザ、ボロネー,福岡県飯塚市のイタリアン・フレンチカフェ。火～日11:00～21:00営業（月定休）。19席、全面禁煙。お子様連れ歓迎でお子様ランチあり。平均1500円。駐車場・車椅子対応あり。クレジットカード利用不可。,火～日・祝日11:00～21:00（L.O.20:30）。平均予算1500円、19席。カフェ。,,,,,,,,,
E-REVO卓球BASE,本町,both,E-REVO 卓球BASE（イーレボ）,〒820-0042 福岡県飯塚市本町１３−８ 飯塚SSビル 5階,33.6374474,130.6846155,スポーツ施設,エンタメ・レジャー,,https://lin.ee/BZbjK50,https://www.google.com/maps/place/?q=place_id:ChIJBaRi4DJ_QTURKKL0u1ksEtk,,飯塚市にある卓球専門施設。初心者から上級者向けの卓球場で、ラケット・シューズレンタルあり。レッスンや大会開催。アクセス良好な飯塚SSビル5F。,飯塚市にある卓球専門施設。初心者から上級者向けの卓球場で、ラケット・シューズレンタルあり。,,,,,,,,,
Ｐｓ 美容室,吉原町,both,Ps美容室,〒820-0040 福岡県飯塚市吉原町５−３ TMビル,33.643541,130.685384,美容室,美容・健康,0948-29-2636,,https://www.google.com/maps/place/?q=place_id:ChIJT82QADB-QTURYDTiZIoa8YI,娘の七五三でヘアアレンジと着付けをして頂きました。とても可愛いくて良い1日になりました！本当にありがとうございました。 また機会がありましたらよろしくお願いします😊 / もう4~5年！？くらい通っていますが、いつもイメージしてた髪型にしてくれますしお店の雰囲気もとても良いです！ 前髪の長さなど、細かいこだわりも快く聞いてくれます！ また、ヘッドスパが他のどこよりも素晴,ピース(Ps)は飯塚市の美容室。カット¥3850、着付け・ヘアセット対応。営業9:30~19-20時、定休月曜・第1第3火曜。駐車場あり、女性スタッフ多、子供同伴OK。アットホームでカウンセリング重視、仕事帰り利用可。,"飯塚市の美容室。営業時間9:30～19-20時（要確認）。定休:月曜・第1第3火曜。カット¥3,850。駐車場あり、ヘアセット・着付け対応。アットホームでカウンセリング重視。",,,,,,,,https://beauty.hotpepper.jp/slnH000202865/,
